Order ID,Ship Mode,Ship Date,Order Date,Region,Estimated Delivery Date,Actual Delivery Date,Order Status,Duration (Days),Late (Days)
CA-2017-138611,Second Class,11/17/17,11/14/17,East,11/22/17,11/22/17,On-Time,8,0
CA-2017-117947,Second Class,8/23/17,8/18/17,East,8/28/17,9/4/17,Late,17,7
US-2014-111171,Standard Class,12/31/14,12/26/14,Central,1/3/15,1/2/15,Early,7,0
CA-2015-138009,Standard Class,12/3/15,11/29/15,Central,12/7/15,12/5/15,Early,6,0
CA-2017-163020,Standard Class,9/19/17,9/15/17,East,9/23/17,9/26/17,Late,11,3
CA-2017-153787,Standard Class,5/23/17,5/19/17,West,5/28/17,5/28/17,On-Time,9,0
CA-2017-133431,Standard Class,12/21/17,12/17/17,West,12/25/17,12/25/17,On-Time,8,0
US-2016-135720,Second Class,12/13/16,12/11/16,West,12/15/16,12/15/16,On-Time,4,0
CA-2017-144694,Second Class,9/26/17,9/24/17,South,9/30/17,9/30/17,On-Time,6,0
CA-2015-168004,Second Class,10/9/15,10/4/15,South,10/12/15,10/12/15,On-Time,8,0
US-2016-123470,Standard Class,8/21/16,8/15/16,West,8/25/16,8/24/16,Early,9,0
CA-2016-115917,Standard Class,5/25/16,5/20/16,West,5/29/16,6/4/16,Late,15,6
CA-2016-147067,Standard Class,12/22/16,12/18/16,Central,12/25/16,12/25/16,On-Time,7,0
CA-2017-167913,Second Class,8/3/17,7/30/17,West,8/6/17,8/6/17,On-Time,7,0
CA-2017-106103,Standard Class,6/15/17,6/10/17,Central,6/19/17,6/19/17,On-Time,9,0
US-2017-127719,Standard Class,7/25/17,7/21/17,East,7/28/17,7/28/17,On-Time,7,0
CA-2017-126221,Standard Class,1/5/18,12/30/17,Central,1/7/18,1/7/18,On-Time,8,0
CA-2016-103947,Standard Class,4/8/16,4/1/16,West,4/12/16,4/10/16,Early,9,0
CA-2016-160745,Second Class,12/16/16,12/11/16,West,12/19/16,12/19/16,On-Time,8,0
CA-2016-132661,Standard Class,10/29/16,10/23/16,East,10/31/16,10/29/16,Early,6,0
CA-2017-140844,Standard Class,6/23/17,6/19/17,East,6/28/17,6/28/17,On-Time,9,0
CA-2016-137239,Standard Class,8/28/16,8/22/16,East,9/1/16,9/1/16,On-Time,10,0
US-2016-156097,Same Day,9/19/16,9/19/16,Central,9/22/16,9/22/16,On-Time,3,0
CA-2015-146563,Standard Class,8/28/15,8/24/15,Central,8/31/15,8/31/15,On-Time,7,0
CA-2016-123666,Standard Class,3/30/16,3/26/16,East,4/1/16,3/30/16,Early,4,0
CA-2016-143308,Same Day,11/4/16,11/4/16,South,11/8/16,11/8/16,On-Time,4,0
CA-2017-132682,Second Class,6/10/17,6/8/17,Central,6/13/17,6/13/17,On-Time,5,0
CA-2014-156314,First Class,12/26/14,12/24/14,East,12/29/14,12/29/14,On-Time,5,0
US-2017-106663,Standard Class,6/13/17,6/9/17,Central,6/15/17,6/13/17,Early,4,0
CA-2017-111178,Standard Class,6/22/17,6/15/17,Central,6/24/17,6/23/17,Early,8,0
CA-2017-130351,First Class,12/8/17,12/5/17,Central,12/10/17,12/10/17,On-Time,5,0
US-2017-119438,Standard Class,3/23/17,3/18/17,Central,3/27/17,3/27/17,On-Time,9,0
CA-2016-164511,Standard Class,11/24/16,11/19/16,East,11/26/16,11/25/16,Early,6,0
US-2017-168116,Same Day,11/4/17,11/4/17,South,11/8/17,11/8/17,On-Time,4,0
CA-2014-157784,First Class,7/8/14,7/5/14,South,7/13/14,7/13/14,On-Time,8,0
CA-2017-161480,Standard Class,12/29/17,12/25/17,East,1/1/18,1/1/18,On-Time,7,0
US-2014-117135,Second Class,6/23/14,6/21/14,South,6/28/14,6/28/14,On-Time,7,0
CA-2015-131534,Standard Class,4/2/15,3/28/15,West,4/5/15,4/5/15,On-Time,8,0
CA-2015-119291,First Class,5/17/15,5/14/15,East,5/21/15,5/20/15,Early,6,0
CA-2017-114552,Standard Class,9/8/17,9/2/17,East,9/13/17,9/11/17,Early,9,0
CA-2016-163755,Second Class,11/8/16,11/4/16,West,11/11/16,11/11/16,On-Time,7,0
CA-2015-142027,Standard Class,4/14/15,4/9/15,West,4/18/15,4/16/15,Early,7,0
CA-2014-138527,Standard Class,9/17/14,9/12/14,South,9/22/14,9/22/14,On-Time,10,0
CA-2014-112158,First Class,12/4/14,12/2/14,East,12/7/14,12/13/14,Late,11,6
CA-2014-113887,First Class,4/7/14,4/5/14,East,4/11/14,4/11/14,On-Time,6,0
CA-2017-146136,Standard Class,9/7/17,9/3/17,South,9/12/17,9/12/17,On-Time,9,0
US-2017-100048,Standard Class,5/24/17,5/19/17,East,5/27/17,5/27/17,On-Time,8,0
CA-2014-153150,Second Class,7/6/14,7/1/14,West,7/8/14,7/6/14,Early,5,0
CA-2014-130092,First Class,1/14/14,1/11/14,East,1/16/14,1/18/14,Late,7,2
CA-2017-108910,Standard Class,9/29/17,9/24/17,East,10/1/17,10/1/17,On-Time,7,0
CA-2014-104472,Standard Class,6/7/14,6/2/14,West,6/11/14,6/11/14,On-Time,9,0
CA-2016-112942,Standard Class,2/18/16,2/13/16,West,2/22/16,2/21/16,Early,8,0
CA-2016-142335,Standard Class,12/19/16,12/15/16,Central,12/23/16,12/23/16,On-Time,8,0
CA-2014-117429,Standard Class,10/13/14,10/7/14,East,10/16/14,10/15/14,Early,8,0
CA-2016-114713,Standard Class,7/12/16,7/7/16,South,7/14/16,7/19/16,Late,12,5
CA-2017-144113,Standard Class,9/20/17,9/16/17,Central,9/24/17,9/24/17,On-Time,8,0
US-2016-150861,First Class,12/6/16,12/3/16,East,12/8/16,12/8/16,On-Time,5,0
CA-2017-131954,Standard Class,1/25/17,1/21/17,West,1/28/17,1/28/17,On-Time,7,0
CA-2014-132500,Standard Class,9/12/14,9/8/14,West,9/17/14,9/17/14,On-Time,9,0
CA-2014-112326,Standard Class,1/8/14,1/4/14,Central,1/10/14,1/10/14,On-Time,6,0
US-2016-146710,Standard Class,9/1/16,8/27/16,Central,9/4/16,9/4/16,On-Time,8,0
CA-2014-124429,Same Day,5/27/14,5/27/14,West,6/1/14,6/1/14,On-Time,5,0
CA-2016-150889,Second Class,3/22/16,3/20/16,Central,3/27/16,3/29/16,Late,9,2
CA-2017-126074,Standard Class,10/6/17,10/2/17,Central,10/9/17,10/10/17,Late,8,1
CA-2016-110499,First Class,4/9/16,4/7/16,West,4/12/16,4/12/16,On-Time,5,0
CA-2015-135272,Standard Class,12/12/15,12/7/15,West,12/14/15,12/13/15,Early,6,0
CA-2016-140928,Standard Class,9/22/16,9/18/16,South,9/26/16,9/24/16,Early,6,0
CA-2014-106803,Standard Class,1/2/15,12/29/14,Central,1/5/15,1/5/15,On-Time,7,0
CA-2017-117240,Standard Class,7/28/17,7/23/17,East,8/1/17,8/1/17,On-Time,9,0
CA-2017-133333,Standard Class,9/22/17,9/18/17,Central,9/27/17,9/27/17,On-Time,9,0
CA-2015-112319,Standard Class,9/5/15,8/31/15,West,9/10/15,9/10/15,On-Time,10,0
CA-2017-126046,Standard Class,11/7/17,11/3/17,South,11/10/17,11/10/17,On-Time,7,0
CA-2015-114923,Standard Class,2/13/15,2/8/15,East,2/15/15,2/13/15,Early,5,0
CA-2014-162775,Second Class,1/15/14,1/13/14,South,1/17/14,1/17/14,On-Time,4,0
CA-2014-106810,Standard Class,5/20/14,5/14/14,South,5/22/14,5/20/14,Early,6,0
CA-2016-157245,Standard Class,5/24/16,5/19/16,South,5/27/16,5/27/16,On-Time,8,0
CA-2017-104220,Standard Class,2/5/17,1/30/17,Central,2/9/17,2/9/17,On-Time,10,0
CA-2014-165974,Standard Class,7/6/14,6/29/14,East,7/8/14,7/7/14,Early,8,0
CA-2015-144267,First Class,8/23/15,8/21/15,West,8/26/15,9/1/15,Late,11,6
US-2015-157014,Second Class,10/6/15,10/3/15,East,10/10/15,10/14/15,Late,11,4
CA-2015-154921,Standard Class,5/28/15,5/23/15,South,6/1/15,5/30/15,Early,7,0
CA-2017-129567,Second Class,3/21/17,3/17/17,West,3/25/17,3/23/17,Early,6,0
CA-2015-154620,Standard Class,12/16/15,12/12/15,West,12/18/15,12/18/15,On-Time,6,0
CA-2015-115938,Standard Class,6/30/15,6/26/15,South,7/3/15,7/3/15,On-Time,7,0
CA-2016-105256,Same Day,5/20/16,5/20/16,South,5/24/16,5/25/16,Late,5,1
CA-2014-156433,Standard Class,9/26/14,9/20/14,West,9/29/14,9/29/14,On-Time,9,0
CA-2017-151428,Standard Class,9/26/17,9/21/17,Central,9/28/17,10/1/17,Late,10,3
CA-2015-124653,First Class,12/26/15,12/24/15,East,12/31/15,12/31/15,On-Time,7,0
CA-2015-101910,Standard Class,12/3/15,11/27/15,West,12/6/15,12/6/15,On-Time,9,0
CA-2017-105809,First Class,2/23/17,2/20/17,West,2/27/17,2/27/17,On-Time,7,0
CA-2016-136133,Second Class,8/23/16,8/18/16,East,8/25/16,8/25/16,On-Time,7,0
CA-2016-115504,Standard Class,3/17/16,3/12/16,South,3/22/16,3/20/16,Early,8,0
CA-2017-135783,First Class,4/24/17,4/22/17,West,4/29/17,4/29/17,On-Time,7,0
CA-2014-134313,Standard Class,11/7/14,11/1/14,West,11/9/14,11/9/14,On-Time,8,0
CA-2015-140921,First Class,2/5/15,2/3/15,Central,2/9/15,2/9/15,On-Time,6,0
CA-2014-151995,First Class,10/15/14,10/13/14,West,10/20/14,10/20/14,On-Time,7,0
CA-2017-143686,Same Day,5/14/17,5/14/17,West,5/18/17,5/21/17,Late,7,3
CA-2015-106565,First Class,3/23/15,3/20/15,Central,3/28/15,3/28/15,On-Time,8,0
CA-2016-149370,Standard Class,9/19/16,9/15/16,East,9/23/16,9/23/16,On-Time,8,0
CA-2014-140858,Standard Class,7/2/14,6/28/14,East,7/4/14,7/4/14,On-Time,6,0
CA-2017-101434,Standard Class,6/27/17,6/20/17,East,6/29/17,6/29/17,On-Time,9,0
US-2014-102071,Standard Class,5/15/14,5/9/14,West,5/17/14,5/16/14,Early,7,0
CA-2017-126956,Standard Class,8/28/17,8/21/17,Central,9/2/17,9/2/17,On-Time,12,0
CA-2017-129462,Second Class,6/21/17,6/16/17,South,6/24/17,6/22/17,Early,6,0
CA-2016-165316,Standard Class,7/27/16,7/23/16,South,7/30/16,7/30/16,On-Time,7,0
US-2014-115987,Second Class,9/13/14,9/8/14,Central,9/15/14,9/15/14,On-Time,7,0
US-2017-156083,Standard Class,11/11/17,11/4/17,South,11/16/17,11/16/17,On-Time,12,0
US-2016-137547,Standard Class,3/12/16,3/7/16,Central,3/15/16,3/15/16,On-Time,8,0
CA-2015-100454,Standard Class,11/25/15,11/20/15,East,11/29/15,11/29/15,On-Time,9,0
CA-2016-161669,First Class,11/9/16,11/7/16,West,11/14/16,11/14/16,On-Time,7,0
CA-2015-114300,Standard Class,10/17/15,10/13/15,South,10/21/15,10/21/15,On-Time,8,0
CA-2017-107503,Standard Class,1/6/17,1/1/17,East,1/11/17,1/11/17,On-Time,10,0
CA-2014-107755,Standard Class,2/12/14,2/7/14,East,2/15/14,2/15/14,On-Time,8,0
CA-2016-152534,Second Class,6/25/16,6/20/16,West,6/29/16,6/29/16,On-Time,9,0
CA-2016-113747,Standard Class,6/4/16,5/28/16,South,6/7/16,6/7/16,On-Time,10,0
CA-2016-123274,Standard Class,2/24/16,2/19/16,East,2/29/16,2/29/16,On-Time,10,0
CA-2014-125612,Standard Class,8/8/14,8/3/14,East,8/10/14,8/10/14,On-Time,7,0
CA-2017-161984,Standard Class,4/15/17,4/10/17,East,4/20/17,4/23/17,Late,13,3
CA-2014-133851,Standard Class,6/16/14,6/9/14,West,6/19/14,6/17/14,Early,8,0
CA-2016-134474,Second Class,1/7/16,1/5/16,South,1/12/16,1/11/16,Early,6,0
CA-2014-149020,Standard Class,1/15/14,1/10/14,South,1/19/14,1/19/14,On-Time,9,0
CA-2016-134362,First Class,10/2/16,9/29/16,East,10/7/16,10/5/16,Early,6,0
CA-2014-136742,Standard Class,4/10/14,4/6/14,East,4/14/14,4/14/14,On-Time,8,0
CA-2016-158099,First Class,9/5/16,9/3/16,East,9/9/16,9/7/16,Early,4,0
CA-2015-131128,First Class,10/20/15,10/19/15,East,10/22/15,10/22/15,On-Time,3,0
CA-2014-148488,Standard Class,12/15/14,12/10/14,East,12/18/14,12/20/14,Late,10,2
CA-2017-114636,Standard Class,8/29/17,8/25/17,South,8/31/17,8/29/17,Early,4,0
CA-2016-116736,Standard Class,1/21/16,1/17/16,East,1/26/16,1/26/16,On-Time,9,0
US-2014-158638,Standard Class,9/21/14,9/17/14,East,9/25/14,9/25/14,On-Time,8,0
CA-2017-111689,Second Class,12/2/17,11/30/17,East,12/7/17,12/6/17,Early,6,0
CA-2015-129098,Standard Class,10/13/15,10/9/15,South,10/18/15,10/16/15,Early,7,0
US-2017-123463,Same Day,12/23/17,12/23/17,West,12/28/17,12/31/17,Late,8,3
CA-2016-165148,First Class,10/24/16,10/22/16,Central,10/28/16,10/27/16,Early,5,0
CA-2014-134061,Standard Class,5/4/14,4/29/14,East,5/7/14,5/7/14,On-Time,8,0
CA-2015-143602,Second Class,4/28/15,4/25/15,West,4/30/15,4/28/15,Early,3,0
CA-2017-115364,Standard Class,7/2/17,6/26/17,West,7/5/17,7/5/17,On-Time,9,0
CA-2017-150707,Standard Class,10/19/17,10/14/17,East,10/23/17,10/28/17,Late,14,5
CA-2014-104976,Standard Class,12/16/14,12/9/14,West,12/18/14,12/18/14,On-Time,9,0
CA-2017-132934,Standard Class,6/26/17,6/20/17,East,6/28/17,6/28/17,On-Time,8,0
CA-2017-133256,First Class,6/27/17,6/26/17,Central,6/30/17,7/6/17,Late,10,6
CA-2016-105494,First Class,11/12/16,11/10/16,West,11/17/16,11/17/16,On-Time,7,0
CA-2016-140634,Second Class,10/6/16,10/3/16,Central,10/11/16,10/11/16,On-Time,8,0
CA-2014-144407,Standard Class,9/15/14,9/9/14,Central,9/17/14,9/15/14,Early,6,0
CA-2017-160983,Second Class,10/31/17,10/29/17,East,11/2/17,11/2/17,On-Time,4,0
US-2016-114622,First Class,4/12/16,4/10/16,East,4/17/16,4/17/16,On-Time,7,0
CA-2017-150959,First Class,11/13/17,11/11/17,Central,11/18/17,11/17/17,Early,6,0
CA-2017-132353,First Class,9/17/17,9/15/17,Central,9/22/17,9/22/17,On-Time,7,0
CA-2016-130477,Standard Class,4/12/16,4/8/16,West,4/17/16,4/17/16,On-Time,9,0
CA-2017-143259,Standard Class,1/3/18,12/30/17,East,1/6/18,1/6/18,On-Time,7,0
CA-2017-137596,Standard Class,9/7/17,9/2/17,Central,9/9/17,9/14/17,Late,12,5
CA-2015-133627,Standard Class,6/7/15,5/31/15,East,6/11/15,6/11/15,On-Time,11,0
CA-2017-102519,First Class,11/29/17,11/27/17,Central,12/2/17,11/30/17,Early,3,0
US-2014-141215,Standard Class,6/21/14,6/15/14,Central,6/23/14,6/23/14,On-Time,8,0
CA-2016-165218,Standard Class,3/11/16,3/5/16,Central,3/14/16,3/14/16,On-Time,9,0
CA-2014-138296,Standard Class,12/12/14,12/5/14,South,12/17/14,12/15/14,Early,10,0
CA-2015-111164,Standard Class,4/15/15,4/11/15,East,4/17/15,4/17/15,On-Time,6,0
CA-2016-149797,Standard Class,9/20/16,9/15/16,East,9/25/16,9/25/16,On-Time,10,0
CA-2014-132962,First Class,9/16/14,9/13/14,East,9/19/14,9/19/14,On-Time,6,0
CA-2015-115091,Standard Class,10/9/15,10/5/15,South,10/11/15,10/10/15,Early,5,0
CA-2017-144932,First Class,4/17/17,4/14/17,East,4/19/17,4/19/17,On-Time,5,0
CA-2017-114216,Standard Class,9/6/17,9/2/17,East,9/10/17,9/10/17,On-Time,8,0
CA-2016-140081,Standard Class,6/24/16,6/20/16,East,6/26/16,6/26/16,On-Time,6,0
US-2017-111745,First Class,11/6/17,11/5/17,West,11/8/17,11/7/17,Early,2,0
CA-2015-148250,Standard Class,12/17/15,12/13/15,West,12/21/15,12/19/15,Early,6,0
CA-2016-105760,First Class,6/20/16,6/19/16,West,6/22/16,6/22/16,On-Time,3,0
CA-2016-142958,Standard Class,12/20/16,12/13/16,West,12/22/16,12/27/16,Late,14,5
CA-2015-120880,Standard Class,6/3/15,5/29/15,West,6/8/15,6/8/15,On-Time,10,0
US-2015-140200,First Class,7/28/15,7/26/15,West,8/2/15,8/8/15,Late,13,6
US-2017-110576,Standard Class,12/2/17,11/28/17,East,12/7/17,12/7/17,On-Time,9,0
CA-2017-131156,Standard Class,4/7/17,4/3/17,East,4/12/17,4/12/17,On-Time,9,0
CA-2017-136539,Standard Class,1/1/18,12/28/17,Central,1/5/18,1/4/18,Early,7,0
CA-2017-119305,Standard Class,12/4/17,11/30/17,South,12/8/17,12/9/17,Late,9,1
CA-2017-102414,Second Class,5/18/17,5/15/17,West,5/23/17,5/21/17,Early,6,0
CA-2015-112571,Same Day,9/22/15,9/22/15,West,9/24/15,9/23/15,Early,1,0
CA-2017-152142,Standard Class,11/19/17,11/14/17,West,11/21/17,11/21/17,On-Time,7,0
CA-2015-160059,Standard Class,12/1/15,11/27/15,South,12/3/15,12/3/15,On-Time,6,0
CA-2016-120859,First Class,9/4/16,9/1/16,West,9/9/16,9/9/16,On-Time,8,0
CA-2014-127488,Second Class,9/24/14,9/22/14,South,9/27/14,9/27/14,On-Time,5,0
CA-2017-135279,First Class,4/11/17,4/9/17,East,4/14/17,4/20/17,Late,11,6
CA-2014-115791,Second Class,1/18/14,1/16/14,East,1/23/14,1/23/14,On-Time,7,0
US-2017-103247,Second Class,10/8/17,10/5/17,East,10/13/17,10/13/17,On-Time,8,0
US-2017-100209,Standard Class,7/15/17,7/9/17,West,7/17/17,7/17/17,On-Time,8,0
CA-2017-159366,First Class,1/10/17,1/7/17,Central,1/14/17,1/14/17,On-Time,7,0
CA-2016-145499,First Class,5/31/16,5/30/16,South,6/5/16,6/5/16,On-Time,6,0
CA-2015-157035,First Class,12/12/15,12/9/15,Central,12/17/15,12/17/15,On-Time,8,0
CA-2016-144939,Standard Class,10/8/16,10/3/16,East,10/13/16,10/11/16,Early,8,0
CA-2014-163419,Second Class,11/14/14,11/11/14,West,11/16/14,11/16/14,On-Time,5,0
CA-2017-100314,Standard Class,10/5/17,9/29/17,Central,10/10/17,10/10/17,On-Time,11,0
CA-2015-146829,Same Day,3/10/15,3/10/15,Central,3/15/15,3/15/15,On-Time,5,0
CA-2017-167899,Standard Class,5/26/17,5/21/17,East,5/31/17,6/6/17,Late,16,6
CA-2015-153549,Second Class,3/31/15,3/29/15,South,4/2/15,4/2/15,On-Time,4,0
CA-2016-110023,First Class,9/11/16,9/9/16,East,9/16/16,9/15/16,Early,6,0
CA-2016-105585,First Class,8/27/16,8/26/16,West,8/30/16,9/2/16,Late,7,3
CA-2014-117639,Standard Class,5/25/14,5/21/14,South,5/27/14,5/27/14,On-Time,6,0
CA-2015-162537,Standard Class,11/3/15,10/28/15,South,11/6/15,11/6/15,On-Time,9,0
CA-2016-155488,Standard Class,11/17/16,11/13/16,West,11/22/16,11/20/16,Early,7,0
CA-2015-124891,Same Day,7/31/15,7/31/15,East,8/5/15,8/10/15,Late,10,5
CA-2015-126445,Standard Class,8/31/15,8/27/15,West,9/4/15,9/4/15,On-Time,8,0
CA-2015-111199,Standard Class,11/17/15,11/13/15,South,11/21/15,11/21/15,On-Time,8,0
CA-2015-105312,First Class,11/9/15,11/6/15,West,11/13/15,11/13/15,On-Time,7,0
US-2017-106705,Standard Class,1/1/18,12/26/17,Central,1/3/18,1/3/18,On-Time,8,0
CA-2017-135034,First Class,8/3/17,8/1/17,Central,8/7/17,8/7/17,On-Time,6,0
CA-2014-158540,First Class,11/26/14,11/24/14,West,11/28/14,12/1/14,Late,7,3
CA-2017-118437,Second Class,6/21/17,6/17/17,West,6/24/17,6/30/17,Late,13,6
US-2015-126214,Second Class,12/24/15,12/21/15,West,12/26/15,12/26/15,On-Time,5,0
CA-2015-133025,Second Class,9/19/15,9/17/15,West,9/23/15,9/24/15,Late,7,1
CA-2015-108665,Standard Class,7/10/15,7/6/15,East,7/12/15,7/11/15,Early,5,0
CA-2015-124450,Standard Class,5/3/15,4/27/15,East,5/5/15,5/4/15,Early,7,0
CA-2015-167269,Standard Class,6/20/15,6/16/15,East,6/24/15,6/28/15,Late,12,4
CA-2017-106964,First Class,12/20/17,12/17/17,West,12/24/17,12/24/17,On-Time,7,0
CA-2016-126529,Second Class,1/13/16,1/11/16,East,1/15/16,1/15/16,On-Time,4,0
CA-2014-163552,Standard Class,7/15/14,7/11/14,East,7/18/14,7/18/14,On-Time,7,0
CA-2016-109820,First Class,11/22/16,11/20/16,East,11/27/16,11/25/16,Early,5,0
CA-2016-113061,Standard Class,4/26/16,4/22/16,Central,4/30/16,4/30/16,On-Time,8,0
CA-2015-127418,First Class,6/14/15,6/13/15,West,6/17/15,6/17/15,On-Time,4,0
CA-2017-121818,First Class,11/21/17,11/20/17,South,11/25/17,11/25/17,On-Time,5,0
CA-2016-127670,Standard Class,3/24/16,3/20/16,Central,3/27/16,3/27/16,On-Time,7,0
CA-2016-102981,Second Class,9/9/16,9/6/16,East,9/11/16,9/11/16,On-Time,5,0
CA-2017-115651,First Class,7/12/17,7/9/17,Central,7/17/17,7/17/17,On-Time,8,0
CA-2017-152702,Standard Class,10/16/17,10/12/17,Central,10/19/17,10/19/17,On-Time,7,0
CA-2016-169103,Standard Class,3/13/16,3/8/16,South,3/15/16,3/15/16,On-Time,7,0
CA-2014-139192,Second Class,6/1/14,5/27/14,West,6/4/14,6/4/14,On-Time,8,0
US-2015-153500,First Class,7/5/15,7/3/15,East,7/8/15,7/8/15,On-Time,5,0
CA-2015-110667,Standard Class,4/8/15,4/4/15,East,4/10/15,4/8/15,Early,4,0
CA-2017-167150,Standard Class,12/17/17,12/10/17,West,12/20/17,12/20/17,On-Time,10,0
CA-2016-105284,Standard Class,12/1/16,11/24/16,East,12/3/16,12/3/16,On-Time,9,0
US-2015-125374,Standard Class,3/29/15,3/23/15,Central,4/1/15,4/1/15,On-Time,9,0
CA-2015-161263,Standard Class,4/21/15,4/16/15,East,4/23/15,4/23/15,On-Time,7,0
CA-2016-157686,First Class,10/2/16,10/1/16,West,10/6/16,10/4/16,Early,3,0
US-2017-139955,Second Class,9/30/17,9/28/17,Central,10/3/17,10/3/17,On-Time,5,0
US-2015-150161,Standard Class,7/29/15,7/25/15,East,7/31/15,7/31/15,On-Time,6,0
CA-2015-144652,Standard Class,11/26/15,11/20/15,West,11/30/15,12/1/15,Late,11,1
CA-2016-152814,Standard Class,5/2/16,4/28/16,West,5/7/16,5/11/16,Late,13,4
CA-2017-106943,Standard Class,11/19/17,11/14/17,East,11/22/17,11/22/17,On-Time,8,0
CA-2016-134348,Standard Class,11/19/16,11/12/16,West,11/24/16,11/24/16,On-Time,12,0
CA-2016-161781,First Class,9/30/16,9/29/16,Central,10/5/16,10/5/16,On-Time,6,0
CA-2017-132521,Second Class,9/25/17,9/23/17,West,9/29/17,9/29/17,On-Time,6,0
CA-2015-110016,Standard Class,12/4/15,11/29/15,Central,12/7/15,12/7/15,On-Time,8,0
US-2016-143819,Standard Class,3/5/16,3/1/16,East,3/8/16,3/15/16,Late,14,7
CA-2016-167584,Same Day,8/12/16,8/12/16,Central,8/17/16,8/15/16,Early,3,0
CA-2016-166163,Second Class,8/20/16,8/15/16,West,8/24/16,8/24/16,On-Time,9,0
CA-2017-158407,Standard Class,6/10/17,6/4/17,South,6/12/17,6/12/17,On-Time,8,0
CA-2015-143490,Standard Class,12/13/15,12/6/15,West,12/16/15,12/16/15,On-Time,10,0
CA-2015-165085,Standard Class,12/31/15,12/27/15,East,1/2/16,1/2/16,On-Time,6,0
CA-2017-160423,Standard Class,1/26/17,1/21/17,South,1/31/17,1/31/17,On-Time,10,0
CA-2014-159338,First Class,6/28/14,6/25/14,West,7/1/14,7/5/14,Late,10,4
CA-2016-107216,First Class,6/17/16,6/14/16,West,6/20/16,6/20/16,On-Time,6,0
US-2017-145863,Standard Class,4/27/17,4/21/17,Central,5/1/17,5/1/17,On-Time,10,0
CA-2016-112340,Standard Class,10/27/16,10/21/16,West,10/31/16,10/31/16,On-Time,10,0
US-2016-110156,Standard Class,11/24/16,11/19/16,Central,11/29/16,11/29/16,On-Time,10,0
CA-2017-140585,Second Class,12/23/17,12/18/17,West,12/28/17,12/28/17,On-Time,10,0
CA-2016-144855,Second Class,7/24/16,7/22/16,West,7/26/16,7/26/16,On-Time,4,0
CA-2015-142755,Standard Class,9/8/15,9/4/15,South,9/12/15,9/11/15,Early,7,0
US-2014-147627,Standard Class,1/26/14,1/20/14,South,1/28/14,1/28/14,On-Time,8,0
CA-2015-105970,Standard Class,3/7/15,3/2/15,Central,3/10/15,3/10/15,On-Time,8,0
CA-2016-112102,Standard Class,4/16/16,4/12/16,South,4/20/16,4/20/16,On-Time,8,0
US-2016-114776,First Class,12/7/16,12/6/16,West,12/11/16,12/11/16,On-Time,5,0
US-2016-134908,Standard Class,6/9/16,6/5/16,East,6/12/16,6/12/16,On-Time,7,0
US-2016-148803,Same Day,12/11/16,12/11/16,South,12/13/16,12/13/16,On-Time,2,0
CA-2016-152170,Second Class,11/15/16,11/12/16,Central,11/17/16,11/17/16,On-Time,5,0
CA-2014-146969,Standard Class,10/3/14,9/29/14,West,10/7/14,10/7/14,On-Time,8,0
CA-2015-112452,Same Day,4/4/15,4/4/15,Central,4/9/15,4/7/15,Early,3,0
CA-2015-113971,Standard Class,5/14/15,5/8/15,East,5/18/15,5/21/15,Late,13,3
CA-2017-160395,Standard Class,1/6/17,12/31/16,West,1/10/17,1/9/17,Early,9,0
CA-2014-136567,First Class,12/21/14,12/20/14,South,12/26/14,12/26/14,On-Time,6,0
CA-2016-149314,Second Class,7/7/16,7/2/16,West,7/12/16,7/10/16,Early,8,0
CA-2017-147039,Standard Class,7/4/17,6/29/17,Central,7/8/17,7/8/17,On-Time,9,0
CA-2014-126522,Second Class,9/5/14,9/1/14,West,9/9/14,9/8/14,Early,7,0
CA-2014-127964,Standard Class,3/8/14,3/3/14,East,3/11/14,3/18/14,Late,15,7
CA-2014-117709,Standard Class,5/8/14,5/4/14,Central,5/10/14,5/10/14,On-Time,6,0
CA-2015-125416,Same Day,11/2/15,11/2/15,West,11/4/15,11/3/15,Early,1,0
CA-2017-145226,Second Class,12/10/17,12/8/17,East,12/13/17,12/13/17,On-Time,5,0
US-2014-100279,Standard Class,3/14/14,3/10/14,Central,3/17/14,3/15/14,Early,5,0
CA-2014-158064,Standard Class,4/25/14,4/21/14,West,4/29/14,5/4/14,Late,13,5
US-2015-104430,Standard Class,10/26/15,10/22/15,Central,10/30/15,10/30/15,On-Time,8,0
CA-2015-132080,First Class,8/25/15,8/22/15,East,8/27/15,8/27/15,On-Time,5,0
CA-2016-161207,Standard Class,9/3/16,8/29/16,East,9/8/16,9/7/16,Early,9,0
CA-2014-120243,Second Class,12/30/14,12/27/14,West,1/4/15,1/4/15,On-Time,8,0
CA-2016-113621,Standard Class,12/5/16,12/1/16,East,12/8/16,12/7/16,Early,6,0
CA-2016-168081,Second Class,4/27/16,4/24/16,Central,5/1/16,4/29/16,Early,5,0
CA-2014-128146,Standard Class,6/25/14,6/21/14,East,6/27/14,6/27/14,On-Time,6,0
